Approved,Approved
"Back to CMS","Back to CMS"
"Back to list","Back to list"
"Block Id","Block Id"
Blocks,Blocks
"Categories: bottom","Categories: bottom"
"Categories: middle","Categories: middle"
"Categories: top","Categories: top"
"Category list","Category list"
"CMS Block","CMS Block"
"CMS Block was created successfully.","CMS Block was created successfully."
"CMS Block was deactivated successfully.","CMS Block was deactivated successfully."
"CMS Block was updated successfully.","CMS Block was updated successfully."
Content,Content
"Create block","Create block"
"Create CMS Block","Create CMS Block"
"Edit block","Edit block"
"Edit Block Glossary:","Edit Block Glossary:"
"Edit CMS Block:","Edit CMS Block:"
"Edit placeholders","Edit placeholders"
"Invalid data provided.","Invalid data provided."
"Is active:","Is active:"
"List of CMS blocks","List of CMS blocks"
"Missing placeholders for selected template.","Missing placeholders for selected template."
n/a,n/a
Name,Name
no,No
"Overview of CMS Blocks","Overview of CMS Blocks"
"Placeholder translations successfully updated.","Placeholder translations successfully updated."
"Product list","Product list"
Sales,Sales
Save,Save
"Selected template doesn't exist anymore","Selected template doesn't exist anymore"
"Selected template doesn't exist anymore.","Selected template doesn't exist anymore."
"Store relation","Store relation"
Template,Template
Template:,Template:
"Translation key:","Translation key:"
"Valid from","Valid from"
"Valid from:","Valid from (included):"
"Valid to","Valid to"
"Valid to:","Valid to (excluded):"
"View CMS Block:","View CMS Block:"
yes,Yes
