"Back to list","Back to list"
"Back to Offers","Back to Offers"
"Canceled amount","Canceled amount"
"Create Customer","Create Customer"
"Create Offer","Create Offer"
"Customer Name","Customer Name"
"Customer name","Customer Name"
"Customer Price","Customer Price"
"Customer Reference","Customer Reference"
"Date of Birth","Date of birth"
Discount,Discount
"Discount (in %)","Discount (in %)"
"Edit Offer","Edit Offer"
"Edit Offer:","Edit Offer:"
Email,Email
Fee,Fee
"Final Product Price","Final Product Price"
"GRAND TOTAL","Grand Total"
"Grand total","Grand Total"
"Included tax amount","Included tax amount"
"Item Quantity","Item Quantity"
"Item Total","Item Total"
"No customer reference","No customer reference"
"Offer Data","Offer Data"
"Offer date","Offer date"
"Offer fee","Offer fee"
"Offer ID","Offer ID"
"Offer state","Offer state"
"Offer Status","Offer Status"
Option,Option
"Order Overview for Order","Order Overview for Order"
"Overview of Offers","Overview of Offers"
Product,Product
"Purchasing Price","Purchasing Price"
Quantity,Quantity
Reload,Reload
Save,Save
Shipment,Shipment
Sku,SKU
"Sub total","Sub Total"
"Submit an Offer","Submit an Offer"
Total,Total
"Unit Price","Unit Price"
"Variant Details","Variant Details"
"View Offer:","View Offer:"
"Voucher discounts","Voucher discounts"
