Actions,Actions
Active,Active
Administration,Administration
"Available in store","Available in store"
"Available in the following store(s)","Available in the following store(s)"
Configuration,Configuration
"Create Warehouse","Create Warehouse"
"Edit Warehouse","Edit Warehouse"
Inactive,Inactive
"Is this warehouse available?","Is this warehouse available?"
Name,Name
No,No
Status,Status
"Stock not found","Stock not found"
"Store relation","Store relation"
"Store Relation","Store Relation"
"This name is already in use.","This name is already in use."
View,View
"View Warehouse: ","View Warehouse: "
"Warehouse has been successfully saved","Warehouse has been successfully saved"
"Warehouse has been successfully updated","Warehouse has been successfully updated"
"Warehouse ID","Warehouse ID"
Warehouses,Warehouses
Yes,Yes
